아마존 세이지메이커란? , "Amazon SageMaker는 완전 관리형 인프라, 도구 및 워크플로를 사용하여 모든 사용 사례에 맞게 데이터를 준비하고 기계 학습 (ML) 모델을 구축, 교육 및 배포할 수 있는 완전 관리형 서비스입니다."
Amazon SageMaker를 사용할 수 있는 지역은 어디입니까?," 지원되는 Amazon SageMaker AWS 지역 목록을 보려면 AWS 지역 서비스 페이지를 방문하십시오. 또한 자세한 내용은 AWS 일반 참조 안내서의 지역별 엔드포인트를 참조하십시오."
Amazon SageMaker의 서비스 가용성은 어떻게 됩니까?,"아마존 세이지메이커는 고가용성을 위해 설계되었습니다. 유지 관리 기간이나 예정된 다운타임은 없습니다. SageMaker API는 Amazon의 검증된 고가용성 데이터 센터에서 실행되며, 각 AWS 지역의 3개 시설에 서비스 스택 복제가 구성되어 서버 장애 또는 가용 영역 중단 발생 시 내결함성을 제공합니다."
Amazon SageMaker는 내 코드를 어떻게 보호합니까? , "Amazon SageMaker는 코드를 ML 스토리지 볼륨에 저장하고 보안 그룹에 의해 보호되며 저장 시 선택적으로 암호화됩니다."
Amazon SageMaker에는 어떤 보안 조치가 있습니까? , "Amazon SageMaker는 ML 모델 아티팩트 및 기타 시스템 아티팩트가 전송 중이거나 저장된 상태에서 암호화되도록 합니다. SageMaker API 및 콘솔에 대한 요청은 보안 (SSL) 연결을 통해 이루어집니다. AWS 자격 증명 및 액세스 관리 역할을 SageMaker에 전달하면 교육 및 배포를 위해 사용자 대신 리소스에 액세스할 수 있는 권한을 제공할 수 있습니다. 암호화된 Amazon 심플 스토리지 서비스 (Amazon S3) 버킷을 사용하여 모델 아티팩트와 데이터에 사용할 수 있을 뿐만 아니라 AWS 키 관리 서비스 (KMS) 키를 SageMaker 노트북, 교육 작업 및 엔드포인트로 전달하여 연결된 ML 스토리지 볼륨을 암호화할 수 있습니다. 아마존 세이지메이커는 아마존 가상 사설 클라우드 (VPC) 와 AWS PrivateLink 지원도 지원합니다."
"아마존 세이지메이커는 모델, 교육 데이터 또는 알고리즘을 사용하거나 공유합니까?" , "Amazon SageMaker는 고객 모델, 교육 데이터 또는 알고리즘을 사용하거나 공유하지 않습니다. 우리는 고객이 개인 정보 보호 및 데이터 보안에 대해 깊이 관심을 갖고 있다는 것을 알고 있습니다. 이것이 바로 AWS가 간단하고 강력한 도구를 통해 콘텐츠에 대한 소유권과 통제권을 부여하는 이유입니다. 사용자는 이를 통해 콘텐츠를 저장할 위치를 결정하고, 전송 중인 콘텐츠와 저장 중인 콘텐츠를 보호하고, 사용자를 위해 AWS 서비스 및 리소스에 대한 액세스를 관리할 수 있습니다. 또한 콘텐츠에 대한 무단 액세스 또는 공개를 방지하도록 설계된 책임감 있고 정교한 기술적 및 물리적 제어를 구현합니다. 고객은 콘텐츠에 대한 소유권을 유지하고 콘텐츠를 처리, 저장 및 호스팅할 수 있는 AWS 서비스를 선택할 수 있습니다. 우리는 귀하의 동의 없이는 어떤 목적으로도 귀하의 콘텐츠에 액세스하지 않습니다."
"Amazon SageMaker에 대한 요금은 어떻게 청구되나요?","노트북 호스팅, 모델 교육, 예측 수행 및 출력 로깅에 사용하는 ML 컴퓨팅, 스토리지 및 데이터 처리 리소스에 대한 비용을 지불합니다. Amazon SageMaker를 사용하면 호스팅된 노트북, 교육 및 모델 호스팅에 사용할 인스턴스의 수와 유형을 선택할 수 있습니다. 사용한 만큼만 비용을 지불하면 되며 최소 요금이나 선결제 약정은 없습니다. 자세한 내용은 아마존 세이지메이커 가격 페이지 및 아마존 세이지메이커 가격 계산기를 참조하십시오."
"불필요한 비용 청구를 방지하기 위해 유휴 리소스를 감지 및 중지하는 등 Amazon SageMaker 비용을 최적화하려면 어떻게 해야 합니까?" , "Amazon SageMaker 리소스 사용률을 최적화하기 위해 채택할 수 있는 몇 가지 모범 사례가 있습니다. 일부 접근 방식에는 구성 최적화가 포함되고 다른 접근 방식에는 프로그래밍 솔루션이 포함됩니다. 시각적 자습서 및 코드 샘플이 포함된 이 개념에 대한 전체 가이드는 이 블로그 게시물에서 찾을 수 있습니다."
"저만의 노트북, 교육 또는 호스팅 환경이 있다면 어떨까요?" , "Amazon SageMaker는 완전한 종단 간 워크플로를 제공하지만 SageMaker와 함께 기존 도구를 계속 사용할 수 있습니다. 비즈니스 요구 사항에 따라 각 단계의 결과를 SageMaker에서 쉽게 내보내고 받을 수 있습니다."
아마존 세이지메이커에서 R이 지원되나요? , "네, R은 아마존 세이지메이커에서 지원됩니다. 사전 설치된 R 커널과 망상 라이브러리가 포함된 SageMaker 노트북 인스턴스 내에서 R을 사용할 수 있습니다. 레티큘레이트는 Amazon SageMaker Python SDK용 R 인터페이스를 제공하여 ML 실무자가 R 모델을 구축, 교육, 조정 및 배포할 수 있도록 합니다."
"모델의 불균형을 어떻게 확인할 수 있나요? , "Amazon SageMaker Clariate는 전체 ML 워크플로우에서 통계적 편향을 감지하여 모델 투명성을 개선하는 데 도움이 됩니다. SageMaker Clarify는 데이터 준비 중, 교육 후, 시간이 지남에 따라 불균형을 확인하고 ML 모델 및 예측을 설명하는 데 도움이 되는 도구도 제공합니다. 조사 결과는 설명 가능성 보고서를 통해 공유할 수 있습니다."
아마존 세이지메이커 클라리파이드는 어떤 종류의 편향을 감지합니까? , "ML 모델의 편향을 측정하는 것이 편향을 완화하는 첫 번째 단계입니다. 편향은 훈련 전과 훈련 후에 측정할 수 있으며 배포된 모델을 추론할 때도 측정할 수 있습니다. 각 편향 측정은 공정성에 대한 서로 다른 개념에 해당합니다. 공정성에 대한 단순한 개념만 고려하더라도 다양한 상황에 적용할 수 있는 다양한 조치를 취할 수 있습니다. 애플리케이션과 조사 중인 상황에 적합한 편향 개념과 지표를 선택해야 합니다. SageMaker는 현재 교육 데이터 (SageMaker 데이터 준비의 일부), 학습된 모델 (Amazon SageMaker 실험의 일부) 및 배포된 모델에 대한 추론 (Amazon SageMaker 모델 모니터의 일부) 에 대해 다양한 편향 지표의 계산을 지원합니다. 예를 들어, 학습 전에 교육 데이터가 대표적인지 (즉, 한 그룹이 제대로 표현되지 않았는지 여부), 그룹 간 레이블 분포에 차이가 있는지 확인하기 위한 메트릭을 제공합니다. 학습 후 또는 배포 중에 메트릭은 모델 성능이 그룹 간에 다른지 여부 (및 정도) 를 측정하는 데 유용할 수 있습니다. 예를 들어 오류율 (모델의 예측이 실제 레이블과 다를 가능성) 을 비교하는 것으로 시작하거나 정밀도 (긍정적인 예측이 정확할 가능성) 와 재현율 (모델이 긍정적인 예를 올바르게 분류할 가능성) 으로 더 세분화합니다."
"Amazon SageMaker Clarify는 어떻게 모델 설명 가능성을 개선합니까?", Amazon SageMaker Clarify는 Amazon SageMaker Experiments와 통합되어 모델 학습 후 모델의 전체 의사 결정 프로세스에서 각 입력의 중요도를 자세히 설명하는 기능 중요도 그래프를 제공합니다. 이러한 세부 정보는 특정 모델 입력이 전체 모델 동작에 생각보다 큰 영향을 미치는지 판단하는 데 도움이 될 수 있습니다. 또한 SageMaker Clarify는 API를 통해 개별 예측에 대한 설명을 제공합니다.
아마존 세이지메이커 스튜디오란? , "Amazon SageMaker Studio는 모든 ML 개발 단계를 수행할 수 있는 단일 웹 기반 시각적 인터페이스를 제공합니다. SageMaker Studio는 데이터를 준비하고 모델을 구축, 교육 및 배포하는 데 필요한 각 단계에 대한 완전한 액세스, 제어 및 가시성을 제공합니다. 데이터를 빠르게 업로드하고, 새 노트북을 만들고, 모델을 학습 및 조정하고, 여러 단계를 오가며 실험을 조정하고, 결과를 비교하고, 모델을 프로덕션에 배포하는 모든 작업을 한 곳에서 수행할 수 있으므로 생산성이 훨씬 높아집니다. 노트북, 실험 관리, 자동 모델 생성, 디버깅 및 프로파일링, 모델 드리프트 감지를 포함한 모든 ML 개발 활동을 통합된 SageMaker Studio 시각적 인터페이스 내에서 수행할 수 있습니다."
아마존 세이지메이커의 RStudio란 무엇입니까? , "아마존 세이지메이커의 RStudio는 클라우드 최초의 완전 관리형 RStudio 워크벤치입니다. 익숙한 RStudio 통합 개발 환경 (IDE) 을 빠르게 시작하고 작업 중단 없이 기본 컴퓨팅 리소스를 조정하거나 축소할 수 있으므로 R에서 기계 학습 (ML) 및 분석 솔루션을 대규모로 쉽게 구축할 수 있습니다. R 및 Python 개발을 위해 RStudio IDE와 Amazon SageMaker Studio 노트북 간에 원활하게 전환할 수 있습니다. 코드, 데이터세트, 리포지토리 및 기타 아티팩트를 포함한 모든 작업이 두 환경 간에 자동으로 동기화되므로 컨텍스트 전환을 줄이고 생산성을 높일 수 있습니다."
"아마존 세이지메이커 스튜디오 요금은 어떻게 책정되나요?", 아마존 세이지메이커 스튜디오 사용에 따른 추가 요금은 없습니다. Amazon SageMaker Studio 내에서 사용하는 서비스에 대한 기본 컴퓨팅 및 스토리지 요금만 지불하면 됩니다.
Amazon SageMaker Studio는 어느 지역에서 지원되나요? , Amazon SageMaker Studio가 지원되는 지역은 여기 설명서에서 찾을 수 있습니다.
아마존 세이지메이커는 어떤 ML 거버넌스 도구를 제공합니까? , "Amazon SageMaker는 ML 라이프사이클 전반에 걸쳐 용도에 맞게 구축된 ML 거버넌스 도구를 제공합니다. SageMaker 역할 관리자를 사용하면 관리자는 몇 분 만에 최소 권한을 정의할 수 있습니다. SageMaker 모델 카드를 사용하면 구상부터 배포까지 필수 모델 정보를 더 쉽게 캡처, 검색 및 공유할 수 있으며, SageMaker 모델 대시보드를 사용하면 생산 모델 동작에 대한 모든 정보를 한 곳에서 확인할 수 있습니다. 자세한 내용 보기."
아마존 세이지메이커 역할 관리자는 어떤 일을 하나요? , "Amazon SageMaker 역할 관리자를 사용하면 몇 분 만에 최소 권한을 정의할 수 있습니다. SageMaker 역할 관리자는 사전 구축된 IAM 정책 카탈로그와 함께 ML 활동 및 페르소나에 대한 기본 권한 세트를 제공합니다. 기본 권한을 유지하거나 특정 요구 사항에 따라 추가로 사용자 지정할 수 있습니다. 몇 가지 자체 안내 프롬프트를 통해 네트워크 액세스 경계 및 암호화 키와 같은 일반적인 거버넌스 구조를 빠르게 입력할 수 있습니다. 그러면 SageMaker 역할 관리자가 IAM 정책을 자동으로 생성합니다. AWS IAM 콘솔을 통해 생성된 역할 및 관련 정책을 검색할 수 있습니다. 사용 사례에 맞게 권한을 추가로 조정하려면 관리형 IAM 정책을 SageMaker Role Manager로 생성한 IAM 역할에 연결하십시오. 또한 태그를 추가하여 역할을 식별하고 AWS 서비스 전반에서 구성할 수 있습니다."
아마존 세이지메이커 모델 카드의 기능은 무엇입니까? , Amazon SageMaker 모델 카드를 사용하면 모델 정보에 대한 신뢰할 수 있는 단일 소스를 생성하여 ML 라이프사이클 전반에 걸쳐 모델 문서를 중앙 집중화하고 표준화할 수 있습니다. SageMaker 모델 카드는 교육 세부 정보를 자동으로 채워 문서화 프로세스를 가속화합니다. 또한 모델의 목적 및 성과 목표와 같은 세부 정보를 추가할 수 있습니다. 모델 평가 결과를 모델 카드에 첨부하고 시각화를 제공하여 모델 성능에 대한 주요 통찰력을 얻을 수 있습니다. SageMaker 모델 카드는 pdf 형식으로 내보내 다른 사람과 쉽게 공유할 수 있습니다.
아마존 세이지메이커 모델 대시보드의 기능은 무엇입니까? , "Amazon SageMaker 모델 대시보드는 배포된 모델 및 엔드포인트에 대한 포괄적인 개요를 제공하므로 하나의 창을 통해 리소스 및 모델 동작 위반을 추적할 수 있습니다. Amazon SageMaker Model Monitor 및 Amazon SageMaker Clarify와의 통합을 통해 데이터 및 모델 품질, 편향 및 기능 속성 변화를 포함한 모델 동작을 4차원으로 모니터링할 수 있습니다. 또한 SageMaker Model Dashboard는 누락 및 비활성 모델 모니터링 작업, 모델 품질, 데이터 품질, 바이어스 드리프트 및 특징 속성 드리프트에 대한 모델 동작의 편차에 대한 알림을 설정하고 수신할 수 있는 통합 환경을 제공합니다. 개별 모델을 추가로 검사하고 시간이 지남에 따라 모델 성능에 영향을 미치는 요인을 분석할 수 있습니다. 그런 다음 ML 실무자에게 후속 조치를 취하여 시정 조치를 취할 수 있습니다."
아마존 세이지메이커 오토파일럿이란 무엇입니까? , "Amazon SageMaker 오토파일럿은 ML 모델에 대한 완벽한 제어 및 가시성을 제공하는 업계 최초의 자동 기계 학습 기능입니다. SageMaker Autopilot은 몇 번의 클릭만으로 원시 데이터를 자동으로 검사하고, 기능 프로세서를 적용하고, 최적의 알고리즘 세트를 선택하고, 여러 모델을 학습 및 조정하고, 성능을 추적한 다음 성능을 기반으로 모델 순위를 매깁니다. 그 결과 모델을 학습시키는 데 일반적으로 필요한 시간보다 훨씬 짧은 시간에 배포할 수 있는 최고 성능의 모델을 만들 수 있습니다. 모델이 어떻게 생성되었고 어떤 내용이 들어 있는지 완벽하게 파악할 수 있으며, SageMaker 오토파일럿은 Amazon SageMaker Studio와 통합됩니다. SageMaker Studio에서 SageMaker 오토파일럿으로 생성된 최대 50개의 서로 다른 모델을 탐색할 수 있으므로 사용 사례에 가장 적합한 모델을 쉽게 선택할 수 있습니다. SageMaker 오토파일럿은 ML 경험이 없는 사람도 모델을 쉽게 제작하는 데 사용할 수 있으며, 숙련된 개발자가 팀이 추가로 반복할 수 있는 기준 모델을 빠르게 개발하는 데 사용할 수도 있습니다."
Amazon SageMaker 오토파일럿에서는 어떤 내장 알고리즘을 지원합니까? , Amazon SageMaker 오토파일럿은 XGBoost와 선형 학습기라는 두 가지 내장 알고리즘을 지원합니다.
Amazon SageMaker 오토파일럿 작업을 수동으로 중지할 수 있습니까? , "네. 언제든지 작업을 중지할 수 있습니다. Amazon SageMaker 오토파일럿 작업이 중지되면 진행 중인 모든 평가판이 중단되며 새로운 평가판이 시작되지 않습니다."
Amazon SageMaker를 빨리 시작하려면 어떻게 해야 합니까? , "아마존 세이지메이커 점프스타트는 ML을 빠르고 쉽게 시작할 수 있도록 도와줍니다. SageMaker JumpStart는 가장 일반적인 사용 사례를 위한 솔루션 세트를 제공하며, 이 솔루션은 클릭 몇 번으로 쉽게 배포할 수 있습니다. 솔루션은 완전히 사용자 지정이 가능하며, AWS CloudFormation 템플릿과 참조 아키텍처의 사용을 보여주기 때문에 ML 여정을 가속화할 수 있습니다. 또한 SageMaker JumpStart는 변환기, 객체 감지, 이미지 분류 모델 등 150개 이상의 인기 있는 오픈 소스 모델을 클릭 한 번으로 배포하고 미세 조정할 수 있도록 지원합니다."
Amazon SageMaker JumpStart에서 지원되는 오픈 소스 모델은 무엇입니까? , "Amazon SageMaker JumpStart에는 PyTorch Hub 및 TensorFlow Hub에서 사전 학습된 150개 이상의 오픈 소스 모델이 포함되어 있습니다. 이미지 분류 및 객체 감지와 같은 비전 작업의 경우 ResNet, MobileNet 및 싱글 샷 디텍터 (SSD) 와 같은 모델을 사용할 수 있습니다. 문장 분류, 텍스트 분류, 질문 답변과 같은 텍스트 작업의 경우 BERT, Roberta, DistilBert와 같은 모델을 사용할 수 있습니다."
"Amazon SageMaker JumpStart와 함께 사전 구축된 솔루션에는 어떤 것이 있습니까?","SageMaker JumpStart에는 솔루션을 프로덕션으로 시작하는 데 필요한 모든 AWS 서비스로 사전 구성된 솔루션이 포함되어 있습니다. 솔루션은 완전히 사용자 지정이 가능하므로 특정 사용 사례 및 데이터 세트에 맞게 쉽게 수정할 수 있습니다. 수요 예측, 사기 탐지, 예측 유지 관리를 포함한 15개 이상의 사용 사례에 대한 솔루션을 사용하고 클릭 몇 번으로 솔루션을 즉시 배포할 수 있습니다. 사용 가능한 모든 솔루션에 대한 자세한 내용은 SageMaker 시작 페이지를 참조하십시오. "
ML 아티팩트를 조직 내 다른 사람들과 공유하려면 어떻게 해야 하나요? , "Amazon SageMaker JumpStart를 사용하면 데이터 과학자와 ML 개발자가 노트북 및 모델을 포함한 ML 아티팩트를 조직 내에서 쉽게 공유할 수 있습니다. 관리자는 정의된 사용자 집합이 액세스할 수 있는 리포지토리를 설정할 수 있습니다. 리포지토리에 액세스할 권한이 있는 모든 사용자는 모델 및 노트북은 물론 SageMaker JumpStart 내의 공개 콘텐츠를 찾아보고 검색하고 사용할 수 있습니다. 사용자는 SageMaker JumpStart에서 아티팩트를 선택하여 모델을 학습시키고, 엔드포인트를 배포하고, 노트북을 실행할 수 있습니다."
Amazon SageMaker JumpStart를 사용하여 조직 내 다른 사람들과 ML 아티팩트를 공유해야 하는 이유는 무엇입니까? , "Amazon SageMaker JumpStart를 사용하면 ML 애플리케이션을 구축할 때 시장 출시 시간을 단축할 수 있습니다. 조직 내 한 팀이 구축한 모델 및 노트북을 클릭 몇 번으로 조직 내 다른 팀과 쉽게 공유할 수 있습니다. 내부 지식 공유 및 자산 재사용은 조직의 생산성을 크게 높일 수 있습니다."
"아마존 세이지메이커 점프스타트 가격 책정은 어떻게 적용되나요?","Amazon SageMaker JumpStart에서 시작한 AWS 서비스 (예: 교육 작업 및 엔드포인트) 에 대한 요금은 SageMaker 요금을 기준으로 부과됩니다. 세이지메이커 점프스타트 사용에 따른 추가 요금은 없습니다."
아마존 세이지메이커 캔버스는 무엇인가요? , "Amazon SageMaker Canvas는 직관적인 포인트 앤 클릭 인터페이스를 갖춘 코드 없는 서비스로서, 데이터에서 매우 정확한 ML 기반 예측을 생성할 수 있습니다. SageMaker Canvas를 사용하면 드래그 앤 드롭 사용자 인터페이스를 사용하여 다양한 소스의 데이터에 액세스하고 결합하여 데이터를 자동으로 정리 및 준비하여 수동 정리를 최소화할 수 있습니다. SageMaker Canvas는 다양한 최신 ML 알고리즘을 적용하여 매우 정확한 예측 모델을 찾고 예측을 위한 직관적인 인터페이스를 제공합니다. SageMaker Canvas를 사용하면 다양한 비즈니스 애플리케이션에서 훨씬 더 정확한 예측을 수행하고 모델, 데이터 및 보고서를 공유하여 기업의 데이터 과학자 및 분석가와 쉽게 협업할 수 있습니다. 세이지메이커 캔버스에 대해 자세히 알아보려면 세이지메이커 캔버스 FAQ 페이지를 방문하십시오."
"아마존 세이지메이커 캔버스 가격 책정은 어떻게 적용되나요?"," 아마존 세이지메이커 캔버스를 사용하면 사용량을 기준으로 요금을 지불합니다. SageMaker Canvas를 사용하면 여러 소스의 데이터를 대화형 방식으로 수집, 탐색 및 준비하고, 데이터를 사용하여 매우 정확한 ML 모델을 훈련하고, 예측을 생성할 수 있습니다. 청구서를 결정하는 두 가지 구성 요소가 있습니다. 하나는 SageMaker Canvas를 사용하거나 로그인한 시간에 따른 세션 요금이고, 다른 하나는 모델 구축에 사용된 데이터세트의 크기를 기준으로 한 모델 학습 요금입니다. 자세한 내용은 SageMaker Canvas 가격 페이지를 참조하십시오."
Amazon SageMaker를 사용하여 지속적 통합 및 전송 (CI/CD) 파이프라인을 구축하려면 어떻게 해야 합니까? , "Amazon SageMaker 파이프라인을 사용하면 데이터 준비부터 모델 배포까지 완전히 자동화된 ML 워크플로를 생성하여 프로덕션 환경에서 수천 개의 ML 모델로 확장할 수 있습니다. SageMaker 파이프라인은 Amazon SageMaker Studio에 연결되는 Python SDK와 함께 제공되므로 시각적 인터페이스를 활용하여 워크플로의 각 단계를 구축할 수 있습니다. 그런 다음 단일 API를 사용하여 각 단계를 연결하여 엔드-투-엔드 워크플로를 생성할 수 있습니다. SageMaker Pipelines는 단계 간 데이터 관리, 코드 레시피 패키징, 실행 오케스트레이션을 처리하여 몇 개월의 코딩 시간을 몇 시간으로 단축합니다. 워크플로가 실행될 때마다 처리된 데이터와 취해진 조치에 대한 완전한 기록이 보관되므로 데이터 과학자와 ML 개발자가 문제를 빠르게 디버깅할 수 있습니다."
학습된 모델을 모두 보고 프로덕션으로 전환하기에 가장 적합한 모델을 선택하려면 어떻게 해야 할까요? , "Amazon SageMaker 파이프라인은 모델 레지스트리라고 하는 학습된 모델의 중앙 리포지토리를 제공합니다. SageMaker Studio를 통해 시각적으로 또는 Python SDK를 통해 프로그래밍 방식으로 모델을 검색하고 모델 레지스트리에 액세스할 수 있으므로 원하는 모델을 선택하여 프로덕션에 배포할 수 있습니다."
Amazon SageMaker의 어떤 구성 요소를 Amazon SageMaker 파이프라인에 추가할 수 있습니까? , "아마존 세이지메이커 아마존 클라리파이, 아마존 세이지메이커 데이터 랭글러, 아마존 세이지메이커 피처 스토어, 아마존 세이지메이커 익스페리먼트, 아마존 세이지메이커 디버거, 아마존 세이지메이커 디버거, 아마존 세이지메이커 모델 모니터 등 아마존 세이지메이커 스튜디오를 통해 제공되는 구성 요소를 세이지메이커 파이프라인에 추가할 수 있습니다."
